REGIONE,PROVINCIA,QUESITO,Campo calcolato 1,SUM of NUM_REFERENDUM,SUM of ELETTORI,SUM of ELETTORI_MASCHI,SUM of ELETTORI_F,SUM of VOTANTI,SUM of VOTANTI_MASCHI,SUM of VOTANTI_F,SUM of VOTI_SI,SUM of VOTI_NO,SUM of SCHEDE_BIANCHE
,,Concessioni televisive nazionali,41.38%,0,"186,139.00","91,313.00","94,826.00","77,032.00","39,334.00","37,698.00","22,344.00","46,925.00","5,083.00"
,,Contrattazione pubblico impiego,41.19%,3,"186,139.00","91,313.00","94,826.00","76,663.00","39,114.00","37,549.00","33,937.00","25,344.00","13,406.00"
,,Interruzioni pubblicitarie,41.38%,0,"186,139.00","91,313.00","94,826.00","77,028.00","39,332.00","37,696.00","22,895.00","46,828.00","4,886.00"
,,Legge elettorale comuni,41.22%,8,"186,139.00","91,313.00","94,826.00","76,718.00","39,133.00","37,585.00","30,712.00","29,621.00","12,725.00"
,,Orari esercizi commerciali,41.23%,9,"186,139.00","91,313.00","94,826.00","76,739.00","39,150.00","37,589.00","23,964.00","38,146.00","11,231.00"
,,Privatizzazione RAI,41.22%,5,"186,139.00","91,313.00","94,826.00","76,730.00","39,147.00","37,583.00","25,809.00","35,623.00","11,797.00"
,,Raccolta pubblicita' radiotelevisiva,41.38%,0,"186,139.00","91,313.00","94,826.00","77,020.00","39,325.00","37,695.00","22,357.00","47,228.00","4,835.00"
,,Rappresentanze sindacali (richiesta massimale),41.19%,1,"186,139.00","91,313.00","94,826.00","76,678.00","39,119.00","37,559.00","31,576.00","29,436.00","11,643.00"
,,Rappresentanze sindacali (richiesta minimale),41.18%,2,"186,139.00","91,313.00","94,826.00","76,648.00","39,102.00","37,546.00","32,915.00","26,847.00","12,964.00"
,,Soggiorno cautelare,41.21%,4,"186,139.00","91,313.00","94,826.00","76,706.00","39,134.00","37,572.00","27,544.00","31,881.00","13,472.00"
